"file_path";"xpath";"content";"sentence";"paragraph";"kind";"simple_name";"fqn"
"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[7]/ul/li[3]/ul/li[1]/a";"MersenneTwister";"MersenneTwister";"MersenneTwister";"class";"MersenneTwister";"org.apache.commons.math3.random.MersenneTwister"
"math/doc/manual3.1/math/userguide/genetics.html";"/html/body/div[4]/div/div/div[3]/table/tr[2]/td[2]/a";"OnePointCrossover";"OnePointCrossover";"OnePointCrossover";"class";"OnePointCrossover";"org.apache.commons.math3.genetics.OnePointCrossover"
"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[7]/ul/li[3]/ul/li[2]/a";"Well512a";"Well512a";"Well512a";"unknown";"Well512a";"org.apache.commons.math3.random.Well512a"
"math/doc/manual3.1/math/userguide/genetics.html";"/html/body/div[4]/div/div/div[3]/table/tr[4]/td[2]/a";"RandomKeyMutation";"RandomKeyMutation";"RandomKeyMutation";"class";"RandomKeyMutation";"org.apache.commons.math3.genetics.RandomKeyMutation"
"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[7]/ul/li[3]/ul/li[3]/a";"Well1024a";"Well1024a";"Well1024a";"unknown";"Well1024a";"org.apache.commons.math3.random.Well1024a"
"math/doc/manual3.1/math/userguide/genetics.html";"/html/body/div[4]/div/div/div[3]/table/tr[6]/td[2]/a";"TournamentSelection";"TournamentSelection";"TournamentSelection";"class";"TournamentSelection";"org.apache.commons.math3.genetics.TournamentSelection"
"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[7]/ul/li[3]/ul/li[4]/a";"Well19937a";"Well19937a";"Well19937a";"unknown";"Well19937a";"org.apache.commons.math3.random.Well19937a"
"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[7]/ul/li[3]/ul/li[5]/a";"Well19937c";"Well19937c";"Well19937c";"unknown";"Well19937c";"org.apache.commons.math3.random.Well19937c"
"math/doc/manual3.1/math/userguide/special.html";"/html/body/div[4]/div/div/div[2]";"Erf";"5.2 Erf functions";"5.2 Erf functions";"class";"Erf";"org.apache.commons.math3.special.Erf"
"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[7]/ul/li[3]/ul/li[6]/a";"Well44497a";"Well44497a";"Well44497a";"unknown";"Well44497a";"org.apache.commons.math3.random.Well44497a"
"math/doc/manual3.1/math/userguide/special.html";"/html/body/div[4]/div/div/div[3]";"Gamma";"5.3 Gamma functions";"5.3 Gamma functions";"class";"Gamma";"org.apache.commons.math3.special.Gamma"
"math/doc/manual3.1/math/userguide/genetics.html";"/html/body/div[4]/div/div/div[3]/a[1]";"StoppingCondition";"the specified StoppingCondition";"14.3 Implementation
      
      Here is an example GA execution:
      
// initialize a new genetic algorithm
GeneticAlgorithm ga = new GeneticAlgorithm(
    new OnePointCrossover<Integer>(),
    1,
    new RandomKeyMutation(),
    0.10,
    new TournamentSelection(TOURNAMENT_ARITY)
);
        
// initial population
Population initial = getInitialPopulation();
        
// stopping condition
StoppingCondition stopCond = new FixedGenerationCount(NUM_GENERATIONS);
        
// run the algorithm
Population finalPopulation = ga.evolve(initial, stopCond);
        
// best chromosome from the final population
Chromosome bestFinal = finalPopulation.getFittestChromosome();
        
        The arguments to the GeneticAlgorithm constructor above are: Parametervalue in examplemeaningcrossoverPolicy
        OnePointCrossover
        A random crossover point is selected and the first part from each parent is copied to the corresponding
        child, and the second parts are copied crosswise.crossoverRate
        1
        Always apply crossovermutationPolicy
        RandomKeyMutation
        Changes a randomly chosen element of the array representation to a random value uniformly distributed in [0,1].mutationRate
        .1
        Apply mutation with probability 0.1 - that is, 10% of the time.selectionPolicy
        TournamentSelection
        Each of the two selected chromosomes is selected based on an n-ary tournament -- this is done by drawing
        n random chromosomes without replacement from the population, and then selecting the fittest chromosome among them.
        The algorithm starts with an initial population of Chromosomes. and executes until 
        the specified StoppingCondition
        is reached.  In the example above, a
        FixedGenerationCount
        stopping condition is used, which means the algorithm proceeds through a fixed number of generations.";"class";"StoppingCondition";"org.apache.commons.math3.genetics.StoppingCondition"
"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[7]/ul/li[3]/ul/li[7]/a";"Well44497b";"Well44497b";"Well44497b";"unknown";"Well44497b";"org.apache.commons.math3.random.Well44497b"
"math/doc/manual3.1/math/userguide/special.html";"/html/body/div[4]/div/div/div[3]/div[2]";"Gamma";"Log Gamma";"Log Gamma";"class";"Gamma";"org.apache.commons.math3.special.Gamma"
"math/doc/manual3.1/math/userguide/genetics.html";"/html/body/div[4]/div/div/div[3]/a[2]";"FixedGenerationCount";"FixedGenerationCount";"14.3 Implementation
      
      Here is an example GA execution:
      
// initialize a new genetic algorithm
GeneticAlgorithm ga = new GeneticAlgorithm(
    new OnePointCrossover<Integer>(),
    1,
    new RandomKeyMutation(),
    0.10,
    new TournamentSelection(TOURNAMENT_ARITY)
);
        
// initial population
Population initial = getInitialPopulation();
        
// stopping condition
StoppingCondition stopCond = new FixedGenerationCount(NUM_GENERATIONS);
        
// run the algorithm
Population finalPopulation = ga.evolve(initial, stopCond);
        
// best chromosome from the final population
Chromosome bestFinal = finalPopulation.getFittestChromosome();
        
        The arguments to the GeneticAlgorithm constructor above are: Parametervalue in examplemeaningcrossoverPolicy
        OnePointCrossover
        A random crossover point is selected and the first part from each parent is copied to the corresponding
        child, and the second parts are copied crosswise.crossoverRate
        1
        Always apply crossovermutationPolicy
        RandomKeyMutation
        Changes a randomly chosen element of the array representation to a random value uniformly distributed in [0,1].mutationRate
        .1
        Apply mutation with probability 0.1 - that is, 10% of the time.selectionPolicy
        TournamentSelection
        Each of the two selected chromosomes is selected based on an n-ary tournament -- this is done by drawing
        n random chromosomes without replacement from the population, and then selecting the fittest chromosome among them.
        The algorithm starts with an initial population of Chromosomes. and executes until 
        the specified StoppingCondition
        is reached.  In the example above, a
        FixedGenerationCount
        stopping condition is used, which means the algorithm proceeds through a fixed number of generations.";"class";"FixedGenerationCount";"org.apache.commons.math3.genetics.FixedGenerationCount"
"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[7]/table/tr[3]/td[1]/a";"MersenneTwister";"MersenneTwister";"MersenneTwister";"class";"MersenneTwister";"org.apache.commons.math3.random.MersenneTwister"
"math/doc/manual3.1/math/userguide/special.html";"/html/body/div[4]/div/div/div[3]/div[3]";"Gamma";"Regularized Gamma";"Regularized Gamma";"class";"Gamma";"org.apache.commons.math3.special.Gamma"
"math/doc/manual3.1/math/userguide/special.html";"/html/body/div[4]/div/div/div[4]";"Beta";"5.4 Beta functions";"5.4 Beta functions";"class";"Beta";"org.apache.commons.math3.special.Beta"
"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[7]/table/tr[4]/td[1]/a";"JDKRandomGenerator";"JDKRandomGenerator";"JDKRandomGenerator";"class";"JDKRandomGenerator";"org.apache.commons.math3.random.JDKRandomGenerator"
"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[7]/table/tr[5]/td[1]/a";"Well512a";"Well512a";"Well512a";"unknown";"Well512a";"org.apache.commons.math3.random.Well512a"
"math/doc/manual3.1/math/userguide/special.html";"/html/body/div[4]/div/div/div[4]/div[1]";"Beta";"Log Beta";"Log Beta";"class";"Beta";"org.apache.commons.math3.special.Beta"
"math/doc/manual3.1/math/userguide/special.html";"/html/body/div[4]/div/div/div[4]/div[2]";"Beta";"Regularized Beta";"Regularized Beta";"class";"Beta";"org.apache.commons.math3.special.Beta"
"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[7]/table/tr[6]/td[1]/a";"Well1024a";"Well1024a";"Well1024a";"unknown";"Well1024a";"org.apache.commons.math3.random.Well1024a"
"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[7]/table/tr[7]/td[1]/a";"Well19937a";"Well19937a";"Well19937a";"unknown";"Well19937a";"org.apache.commons.math3.random.Well19937a"
"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[7]/table/tr[8]/td[1]/a";"Well19937c";"Well19937c";"Well19937c";"unknown";"Well19937c";"org.apache.commons.math3.random.Well19937c"
"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[7]/table/tr[9]/td[1]/a";"Well44497a";"Well44497a";"Well44497a";"unknown";"Well44497a";"org.apache.commons.math3.random.Well44497a"
"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[7]/table/tr[10]/td[1]/a";"Well44497b";"Well44497b";"Well44497b";"unknown";"Well44497b";"org.apache.commons.math3.random.Well44497b"
"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[7]/p[9]/a[1]";"Well19937c";"So for most simulation problems, the better generators like Well19937c and Well44497b are probably very good choices.";"So for most simulation problems, the better generators like Well19937c and Well44497b are probably very good choices.";"unknown";"Well19937c";"org.apache.commons.math3.random.Well19937c"
"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[7]/p[9]/a[2]";"Well44497b";"So for most simulation problems, the better generators like Well19937c and Well44497b are probably very good choices.";"So for most simulation problems, the better generators like Well19937c and Well44497b are probably very good choices.";"unknown";"Well44497b";"org.apache.commons.math3.random.Well44497b"
"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[7]/dl/dd[1]/tt";"AbstractRandomGenerator";"as the source of randomness, extend AbstractRandomGenerator";"To create a RandomGenerator using the RngPack Mersenne Twister PRNG
       as the source of randomness, extend AbstractRandomGenerator
       overriding the derived methods that the RngPack implementation provides:
       
import edu.cornell.lassp.houle.RngPack.RanMT;
/**
 * AbstractRandomGenerator based on RngPack RanMT generator.
 */
public class RngPackGenerator extends AbstractRandomGenerator {
    
    private RanMT random = new RanMT();
    
    public void setSeed(long seed) {
       random = new RanMT(seed);
    }
    
    public double nextDouble() {
        return random.raw();
    }
    
    public double nextGaussian() {
        return random.gaussian();
    }
    
    public int nextInt(int n) {
        return random.choose(n);
    }
    
    public boolean nextBoolean() {
        return random.coin();
    }
}";"class";"AbstractRandomGenerator";"org.apache.commons.math3.random.AbstractRandomGenerator"
"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[7]/dl/dt[2]/tt[2]";"RandomData";"Random in RandomData";"Use the Mersenne Twister RandomGenerator in place of 
      java.util.Random in RandomData";"class";"RandomData";"org.apache.commons.math3.random.RandomData"
"math/doc/manual3.1/math/userguide/exceptions.html";"/html/body/div[4]/div/div/div[3]/ul/li[1]/a[2]/tt";"MathIllegalArgumentException";"MathIllegalArgumentException";"MathIllegalArgumentException";"class";"MathIllegalArgumentException";"org.apache.commons.math3.exception.MathIllegalArgumentException"
"math/doc/manual3.1/math/userguide/exceptions.html";"/html/body/div[4]/div/div/div[3]/ul/li[2]/a[2]/tt";"MathIllegalStateException";"MathIllegalStateException";"MathIllegalStateException";"class";"MathIllegalStateException";"org.apache.commons.math3.exception.MathIllegalStateException"
"math/doc/manual3.1/math/userguide/exceptions.html";"/html/body/div[4]/div/div/div[3]/ul/li[3]/a[2]/tt";"MathArithmeticException";"MathArithmeticException";"MathArithmeticException";"class";"MathArithmeticException";"org.apache.commons.math3.exception.MathArithmeticException"
"math/doc/manual3.1/math/userguide/exceptions.html";"/html/body/div[4]/div/div/div[3]/ul/li[4]/a[2]/tt";"MathUnsupportedOperationException";"MathUnsupportedOperationException";"MathUnsupportedOperationException";"class";"MathUnsupportedOperationException";"org.apache.commons.math3.exception.MathUnsupportedOperationException"
"math/doc/manual3.1/math/userguide/exceptions.html";"/html/body/div[4]/div/div/div[4]/ul/li[1]/p/a";"getLocalizedMessage";"getLocalizedMessage method) can be localized.";"The detailed error messages (i.e. the string returned by the
              
                getLocalizedMessage method) can be localized.
              However, besides the American/English default, French is the only language
              for which a translation resource is available.";"class";"getLocalizedMessage";"org.apache.commons.math3.exception.util.ExceptionContext.getLocalizedMessage"
"math/doc/manual3.1/math/userguide/filter.html";"/html/body/div[4]/div/div/div[2]/p[1]/a";"KalmanFilter";"KalmanFilter provides a discrete-time filter to estimate";"KalmanFilter provides a discrete-time filter to estimate
          a stochastic linear process.";"class";"KalmanFilter";"org.apache.commons.math3.filter.KalmanFilter"
"math/doc/manual3.1/math/userguide/exceptions.html";"/html/body/div[4]/div/div/div[4]/ul/li[2]/p/a[1]";"ExceptionContextProvider";"ExceptionContextProvider interface.";"Every exception generated by Commons Math implements the
              
                ExceptionContextProvider interface. A call to the
              
                getContext method will return the
              
                ExceptionContext instance stored in the exception, which the
              user can further customize by adding messages and/or any object.";"class";"ExceptionContextProvider";"org.apache.commons.math3.exception.util.ExceptionContextProvider"
"math/doc/manual3.1/math/userguide/filter.html";"/html/body/div[4]/div/div/div[2]/p[2]/a[1]";"ProcessModel";"ProcessModel and a";"A Kalman filter is initialized with a 
          ProcessModel and a 
          MeasurementModel, which contain the corresponding transformation and noise covariance matrices. 
          The parameter names used in the respective models correspond to the following names commonly used 
          in the mathematical literature:";"class";"ProcessModel";"org.apache.commons.math3.filter.ProcessModel"
"math/doc/manual3.1/math/userguide/exceptions.html";"/html/body/div[4]/div/div/div[4]/ul/li[2]/p/a[2]";"getContext";"getContext method will return the";"Every exception generated by Commons Math implements the
              
                ExceptionContextProvider interface. A call to the
              
                getContext method will return the
              
                ExceptionContext instance stored in the exception, which the
              user can further customize by adding messages and/or any object.";"class";"getContext";"org.apache.commons.math3.exception.util.ExceptionContextProvider.getContext"
"math/doc/manual3.1/math/userguide/filter.html";"/html/body/div[4]/div/div/div[2]/p[2]/a[2]";"MeasurementModel";"MeasurementModel, which contain the corresponding transformation and noise covariance matrices.";"A Kalman filter is initialized with a 
          ProcessModel and a 
          MeasurementModel, which contain the corresponding transformation and noise covariance matrices. 
          The parameter names used in the respective models correspond to the following names commonly used 
          in the mathematical literature:";"class";"MeasurementModel";"org.apache.commons.math3.filter.MeasurementModel"
"math/doc/manual3.1/math/userguide/exceptions.html";"/html/body/div[4]/div/div/div[4]/ul/li[2]/p/a[3]";"ExceptionContext";"ExceptionContext instance stored in the exception, which the";"Every exception generated by Commons Math implements the
              
                ExceptionContextProvider interface. A call to the
              
                getContext method will return the
              
                ExceptionContext instance stored in the exception, which the
              user can further customize by adding messages and/or any object.";"class";"ExceptionContext";"org.apache.commons.math3.exception.util.ExceptionContext"
"math/doc/manual3.1/math/userguide/overview.html";"/html/body/div[4]/div/div/div[4]/p[2]/a[2]";"MathIllegalStateException";"MathIllegalStateException may be thrown.";"When the actual parameters provided to a method or the internal state of an object 
    make a computation meaningless, a
    
      IllegalArgumentException or
    
      MathIllegalStateException may be thrown. Exact conditions under which runtime
    exceptions (and any other exceptions) are thrown are specified in the javadoc method
    comments.
    In some cases, to be consistent with the 
      IEEE 754 standard for floating point arithmetic and with java.lang.Math, Commons Math
    methods return Double.NaN values. Conditions under which Double.NaN
    or other special values are returned are fully specified in the javadoc method comments.";"class";"MathIllegalStateException";"org.apache.commons.math3.exception.MathIllegalStateException"
"math/doc/manual3.1/math/userguide/overview.html";"/html/body/div[4]/div/div/div[4]/p[3]/a";"NullArgumentException";"NullArgumentException is raised for signalling the illegal argument.";"As of version 2.2, the policy for dealing with null references is as
    follows: When an argument is unexpectedly null, a
    
      NullArgumentException is raised for signalling the illegal argument. Note that this
    class does not inherit from the standard NullPointerException but is a subclass
    of MathIllegalArgumentException.
    No NullPointerException should be propagated from within Commons Math.";"class";"NullArgumentException";"org.apache.commons.math3.exception.NullArgumentException"
"math/doc/manual3.1/math/userguide/overview.html";"/html/body/div[4]/div/div/div[4]/p[3]/tt[2]";"MathIllegalArgumentException";"of MathIllegalArgumentException.";"As of version 2.2, the policy for dealing with null references is as
    follows: When an argument is unexpectedly null, a
    
      NullArgumentException is raised for signalling the illegal argument. Note that this
    class does not inherit from the standard NullPointerException but is a subclass
    of MathIllegalArgumentException.
    No NullPointerException should be propagated from within Commons Math.";"class";"MathIllegalArgumentException";"org.apache.commons.math3.exception.MathIllegalArgumentException"
"math/doc/manual3.1/math/userguide/transform.html";"/html/body/div[4]/div/div/ul/li[1]/a";"FastFourierTransformer";"FastFourierTransformer (produces Complex results)";"FastFourierTransformer (produces Complex results)";"class";"FastFourierTransformer";"org.apache.commons.math3.transform.FastFourierTransformer"
"math/doc/manual3.1/math/userguide/transform.html";"/html/body/div[4]/div/div/ul/li[1]/tt";"Complex";"FastFourierTransformer (produces Complex results)";"FastFourierTransformer (produces Complex results)";"unknown";"Complex";"org.apache.commons.math3.complex.Complex"
"math/doc/manual3.1/math/userguide/transform.html";"/html/body/div[4]/div/div/ul/li[2]/a";"FastCosineTransformer";"FastCosineTransformer (produces real results)";"FastCosineTransformer (produces real results)";"class";"FastCosineTransformer";"org.apache.commons.math3.transform.FastCosineTransformer"
"math/doc/manual3.1/math/userguide/transform.html";"/html/body/div[4]/div/div/ul/li[3]/a";"FastSineTransformer";"FastSineTransformer (produces real results)";"FastSineTransformer (produces real results)";"class";"FastSineTransformer";"org.apache.commons.math3.transform.FastSineTransformer"
"math/doc/manual3.1/math/userguide/transform.html";"/html/body/div[4]/div/div/ul/li[4]/a";"FastHadamardTransformer";"FastHadamardTransformer (produces real results)";"FastHadamardTransformer (produces real results)";"class";"FastHadamardTransformer";"org.apache.commons.math3.transform.FastHadamardTransformer"
"math/doc/manual3.1/math/userguide/transform.html";"/html/body/div[4]/div/div";"Transform";"10 Transform methods";"10 Transform methods";"class";"Transform";"org.apache.commons.math3.geometry.partitioning.Transform"
"math/doc/manual3.1/math/userguide/utilities.html";"/html/body/div[4]/div/div/div[2]/p[1]/a";"DoubleArray";"DoubleArray.";"To maintain statistics based on a ""rolling"" window of values, a resizable 
    array implementation was developed and is provided for reuse in the 
    util package.  The core functionality provided is described in
    the documentation for the interface, 
    
    DoubleArray.  This interface adds one method,
    addElementRolling(double) to basic list accessors. 
    The addElementRolling method adds an element 
    (the actual parameter) to the end of the list and removes the first element
     in the list.";"class";"DoubleArray";"org.apache.commons.math3.util.DoubleArray"
"math/doc/manual3.1/math/userguide/utilities.html";"/html/body/div[4]/div/div/div[2]/p[2]/a[1]";"ResizableDoubleArray";"ResizableDoubleArray class provides a configurable, array-backed";"The 
    ResizableDoubleArray class provides a configurable, array-backed
    implementation of the DoubleArray interface.
    When addElementRolling is invoked, the underlying
    array is expanded if necessary, the new element is added to the end of the
    array and the ""usable window"" of the array is moved forward, so that
    the first element is effectively discarded, what was the second becomes the
    first, and so on.  To efficiently manage storage, two maintenance
    operations need to be periodically performed -- orphaned elements at the
    beginning of the array need to be reclaimed and space for new elements at
    the end needs to be created.  Both of these operations are handled
    automatically, with frequency / effect driven by the configuration
    properties expansionMode, expansionFactor and
    contractionCriteria.  See 
    
    ResizableDoubleArray
    for details.";"class";"ResizableDoubleArray";"org.apache.commons.math3.util.ResizableDoubleArray"
"math/doc/manual3.1/math/userguide/utilities.html";"/html/body/div[4]/div/div/div[2]/p[2]/tt[1]";"DoubleArray";"implementation of the DoubleArray interface.";"The 
    ResizableDoubleArray class provides a configurable, array-backed
    implementation of the DoubleArray interface.
    When addElementRolling is invoked, the underlying
    array is expanded if necessary, the new element is added to the end of the
    array and the ""usable window"" of the array is moved forward, so that
    the first element is effectively discarded, what was the second becomes the
    first, and so on.  To efficiently manage storage, two maintenance
    operations need to be periodically performed -- orphaned elements at the
    beginning of the array need to be reclaimed and space for new elements at
    the end needs to be created.  Both of these operations are handled
    automatically, with frequency / effect driven by the configuration
    properties expansionMode, expansionFactor and
    contractionCriteria.  See 
    
    ResizableDoubleArray
    for details.";"class";"DoubleArray";"org.apache.commons.math3.util.DoubleArray"
"math/doc/manual3.1/math/userguide/distribution.html";"/html/body/div[4]/div/div/div[3]/p/a[4]";"IntegerDistribution";"IntegerDistribution interfaces serve as";"Since there are numerous distributions and Commons-Math only directly
        supports a handful, it may be necessary to extend the distribution
        framework to satisfy individual needs.  It is recommended that the
        Distribution,
        
        ContinuousDistribution,
        
        DiscreteDistribution, and 
        IntegerDistribution interfaces serve as
        base types for any extension.  These serve as the basis for all the
        distributions directly supported by Commons-Math and using those interfaces
        for implementation purposes will ensure any extension is compatible with the
        remainder of Commons-Math.  To aid in implementing a distribution extension,
        the 
        AbstractDistribution, 
        AbstractContinuousDistribution, and 
        AbstractIntegerDistribution provide implementation building blocks and
        offer basic distribution functionality.  By extending these abstract classes
        directly, much of the repetitive distribution implementation is already
        developed and should save time and effort in developing user-defined
        distributions.";"class";"IntegerDistribution";"org.apache.commons.math3.distribution.IntegerDistribution"
"math/doc/manual3.1/math/userguide/utilities.html";"/html/body/div[4]/div/div/div[2]/p[2]/a[2]";"ResizableDoubleArray";"ResizableDoubleArray";"The 
    ResizableDoubleArray class provides a configurable, array-backed
    implementation of the DoubleArray interface.
    When addElementRolling is invoked, the underlying
    array is expanded if necessary, the new element is added to the end of the
    array and the ""usable window"" of the array is moved forward, so that
    the first element is effectively discarded, what was the second becomes the
    first, and so on.  To efficiently manage storage, two maintenance
    operations need to be periodically performed -- orphaned elements at the
    beginning of the array need to be reclaimed and space for new elements at
    the end needs to be created.  Both of these operations are handled
    automatically, with frequency / effect driven by the configuration
    properties expansionMode, expansionFactor and
    contractionCriteria.  See 
    
    ResizableDoubleArray
    for details.";"class";"ResizableDoubleArray";"org.apache.commons.math3.util.ResizableDoubleArray"
"math/doc/manual3.1/math/userguide/utilities.html";"/html/body/div[4]/div/div/div[3]/p/a";"OpenIntToDoubleHashMap";"OpenIntToDoubleHashMap class provides a specialized hash map";"The 
    OpenIntToDoubleHashMap class provides a specialized hash map
    implementation for int/double. This implementation has a much smaller memory
    overhead than standard java.util.HashMap class. It uses open addressing
    and primitive arrays, which greatly reduces the number of intermediate objects and
    improve data locality.";"class";"OpenIntToDoubleHashMap";"org.apache.commons.math3.util.OpenIntToDoubleHashMap"
"math/doc/manual3.1/math/userguide/distribution.html";"/html/body/div[4]/div/div/div[3]/p/a[7]";"AbstractIntegerDistribution";"AbstractIntegerDistribution provide implementation building blocks and";"Since there are numerous distributions and Commons-Math only directly
        supports a handful, it may be necessary to extend the distribution
        framework to satisfy individual needs.  It is recommended that the
        Distribution,
        
        ContinuousDistribution,
        
        DiscreteDistribution, and 
        IntegerDistribution interfaces serve as
        base types for any extension.  These serve as the basis for all the
        distributions directly supported by Commons-Math and using those interfaces
        for implementation purposes will ensure any extension is compatible with the
        remainder of Commons-Math.  To aid in implementing a distribution extension,
        the 
        AbstractDistribution, 
        AbstractContinuousDistribution, and 
        AbstractIntegerDistribution provide implementation building blocks and
        offer basic distribution functionality.  By extending these abstract classes
        directly, much of the repetitive distribution implementation is already
        developed and should save time and effort in developing user-defined
        distributions.";"class";"AbstractIntegerDistribution";"org.apache.commons.math3.distribution.AbstractIntegerDistribution"
"math/doc/manual3.1/math/userguide/utilities.html";"/html/body/div[4]/div/div/div[4]/p[1]/a[1]";"ContinuedFraction";"ContinuedFraction class provides a generic way to create and evaluate";"The 
    ContinuedFraction class provides a generic way to create and evaluate
    continued fractions.  The easiest way to create a continued fraction is
    to subclass ContinuedFraction and override the
    getA and getB methods which return
    the continued fraction terms.  The precise definition of these terms is
    explained in 
    Continued Fraction, equation (1) from MathWorld.";"class";"ContinuedFraction";"org.apache.commons.math3.util.ContinuedFraction"
"math/doc/manual3.1/math/userguide/ode.html";"/html/body/div[4]/div/div/div[1]/p[3]/a";"StepInterpolator";"StepInterpolator";"All integrators provide dense output. This means that besides computing the state vector
          at discrete times, they also provide a cheap mean to get both the state and its derivative
          between the time steps. They do so through classes extending the
          StepInterpolator
          abstract class, which are made available to the user at the end of each step.";"class";"StepInterpolator";"org.apache.commons.math3.ode.sampling.StepInterpolator"
"math/doc/manual3.1/math/userguide/utilities.html";"/html/body/div[4]/div/div/div[4]/p[1]/tt[1]";"ContinuedFraction";"to subclass ContinuedFraction and override the";"The 
    ContinuedFraction class provides a generic way to create and evaluate
    continued fractions.  The easiest way to create a continued fraction is
    to subclass ContinuedFraction and override the
    getA and getB methods which return
    the continued fraction terms.  The precise definition of these terms is
    explained in 
    Continued Fraction, equation (1) from MathWorld.";"class";"ContinuedFraction";"org.apache.commons.math3.util.ContinuedFraction"
"math/doc/manual3.1/math/userguide/utilities.html";"/html/body/div[4]/div/div/div[4]/p[1]/tt[2]";"getA";"getA and getB methods which return";"The 
    ContinuedFraction class provides a generic way to create and evaluate
    continued fractions.  The easiest way to create a continued fraction is
    to subclass ContinuedFraction and override the
    getA and getB methods which return
    the continued fraction terms.  The precise definition of these terms is
    explained in 
    Continued Fraction, equation (1) from MathWorld.";"unknown";"getA";"org.apache.commons.math3.util.ContinuedFraction.getA"
"math/doc/manual3.1/math/userguide/ode.html";"/html/body/div[4]/div/div/div[1]/p[6]/a[1]";"FirstOrderDifferentialEquations";"FirstOrderDifferentialEquations";"The user should describe his problem in his own classes which should implement the
          FirstOrderDifferentialEquations
          interface. Then he should pass it to the integrator he prefers among all the classes that implement
          the FirstOrderIntegrator
          interface. The following example shows how to implement the simple two-dimensional problem:";"class";"FirstOrderDifferentialEquations";"org.apache.commons.math3.ode.FirstOrderDifferentialEquations"
"math/doc/manual3.1/math/userguide/utilities.html";"/html/body/div[4]/div/div/div[4]/p[1]/tt[3]";"getB";"getA and getB methods which return";"The 
    ContinuedFraction class provides a generic way to create and evaluate
    continued fractions.  The easiest way to create a continued fraction is
    to subclass ContinuedFraction and override the
    getA and getB methods which return
    the continued fraction terms.  The precise definition of these terms is
    explained in 
    Continued Fraction, equation (1) from MathWorld.";"unknown";"getB";"org.apache.commons.math3.util.ContinuedFraction.getB"
"math/doc/manual3.1/math/userguide/ode.html";"/html/body/div[4]/div/div/div[1]/p[6]/a[2]";"FirstOrderIntegrator";"the FirstOrderIntegrator";"The user should describe his problem in his own classes which should implement the
          FirstOrderDifferentialEquations
          interface. Then he should pass it to the integrator he prefers among all the classes that implement
          the FirstOrderIntegrator
          interface. The following example shows how to implement the simple two-dimensional problem:";"class";"FirstOrderIntegrator";"org.apache.commons.math3.ode.FirstOrderIntegrator"
"math/doc/manual3.1/math/userguide/ode.html";"/html/body/div[4]/div/div/div[2]/p[1]/tt[1]";"FirstOrderIntegrator.integrate";"FirstOrderIntegrator.integrate method, as shown by previous example.";"The solution of the integration problem is provided by two means. The first one is aimed towards
          simple use: the state vector at the end of the integration process is copied in the y array of the
          FirstOrderIntegrator.integrate method, as shown by previous example. The second one
          should be used when more in-depth information is needed throughout the integration process. The user
          can register an object implementing the
          StepHandler interface or a
          StepNormalizer object wrapping
          a user-specified object implementing the
          FixedStepHandler interface
          into the integrator before calling the FirstOrderIntegrator.integrate method. The user object
          will be called appropriately during the integration process, allowing the user to process intermediate
          results. The default step handler does nothing. Considering again the previous example, we want to print the
          trajectory of the point to check it really is a circle arc. We simply add the following before the call
          to integrator.integrate:";"class";"FirstOrderIntegrator";"org.apache.commons.math3.ode.FirstOrderIntegrator"
